,Alex,Morgan,Taylor,Casey,Skylar,Morgan,Quinn,Sage,Avery,Blair,Harper,Dylan,Charlie,Jordan,Sam,Parker,Blake,Jordan,Emerson,Riley
2138,,,,,,,,,,,,,,8.0,,,,8.0,,
2139,,,,,,,,,,,,,,,,,,,,
2140,,,,,,,,,,,5.0,,,,,,,,,
2141,,,,,,,,,,,,,,,,,,,,
2142,,,,7.0,,,,,,,,,,,,,,,,
2143,,,,,,,,,,,,,,,,,,,,
2144,,,,,,,,,,,,,,8.0,,,,8.0,,8.0
2145,,,,,,,,,5.0,,6.0,,,7.0,,,,7.0,,
2146,,,,,,,,,,,,,,,,,,,,
2147,,,,,,,,,,,,,,,,,,,,
2148,,,,,,,,,,,,,,6.0,,,,6.0,,
2149,,,,,,,,,,,,,,,,,,,,
2150,,,,,,,7.0,,,,,,,,,,,,,
2151,,,,,,,,,,,,,,,,,,,,
2152,,,,,,,,,,,,,,,,,,,,
2153,,,,,,,,,,,5.0,,,,,,,,,7.0
2154,,,,,,,,,5.0,,,,,,,,,,,
2155,,,,,,,,,,,,,,,,,,,,
2156,,7.0,,,,7.0,,,,,,,,,,7.0,,,,
2157,,,,,,,,,,,,,,,,,,,,
2158,,,,,,,,,,,,8.0,,,,,,,,
2159,,,,,,,,,,,,,,,,,,,,
2160,,,,,,,,,,,,,,,,,7.0,,,
2161,,,,7.0,,,,,,,,,,,,,,,,
2162,,,,,,,,,7.0,,,,,,5.0,,,,,
2163,,,,,,,,,,,,,,,,,,,,
2164,,8.0,,,,8.0,,,,,,,8.0,,,,,,,
2165,,,,,,,,,,,,,,,,,,,,
2166,,,,,,,5.0,,,,,,,,,,6.0,,,
2167,,,,,,,,,,,,,,,,,,,,
2168,,,,,,,,,,,,,,,,,,,,
2169,,,,,,,,,,,,,,,,,,,,
2170,,,,,,,,,,6.0,,,,,,,,,,7.0
2171,,,,,1.0,,,,,,,,,6.0,7.0,,,6.0,,
2172,,,,,,,,,,7.0,,,,,,,,,,
2173,7.0,,6.0,,,,,,,,,,,,,,,,,
2174,,,,6.0,,,,,,,,,,,,,,,,
2175,,,,8.0,8.0,,,,,,,,,,,,,,,
2176,,,7.0,,,,,,,,,,,,,,,,,
2177,,,,7.0,,,,,,,,,,,,,,,,
2178,,,,,,,,,,,,,,,,,,,,
2179,,,4.0,,,,,,,,,,,,,,,,,
2180,,,8.0,,,,,,,,,,,,,,,,7.0,
2181,,,,,,,,,,,,,,,,,,,,
2182,,,,,,,,,,,,,,,,,,,,
2183,,,,,,,,,,4.0,,,,,,,,,,
2184,,,,,,,,,,,,7.0,,,,,,,,
2185,,,,,,,,,,,,,,,,,,,,
2186,,,,5.0,,,,,,,,,,,,,,,,
2187,,,,,7.0,,7.0,,,,,,,,,,,,,
2188,,,,,,,,,,,,,,,,,,,,
2189,,,,8.0,,,,,,,,,,,,,,,,
2190,,,5.0,,,,,,,,,,,,,,,,,
2191,,,,,8.0,,,,,,,,,,,,,,,
2192,,,,,,,,,,,,,,7.0,,,,7.0,,4.0
2193,,,,,,,,,,,,,,,,,,,,
2194,,,,,,,,,,,,,,,,,,,,5.0
2195,,,,,,,,7.0,,,,,,,,,7.0,,,
2196,,,,,,,,,,,,,,,,,,,,
2197,,,,,,,,,,,,,,,,,,,,
2198,,,,,,,,,,,4.0,,,,,,,,,
2199,,,,,,,6.0,,,,,,,,7.0,,,,,
2200,,,8.0,,,,,,,,,,,,,,,,,
2201,,,,,,,,,,,,,,,,,,,,
2202,,,,,,,,7.0,,,,,,,,,,,,
2203,,,,,,,,,,,,,,,8.0,,,,,5.0
2204,,,,,,,,,,,,,,,,,,,,
2205,,,,,4.0,,,,,,,,5.0,,,,8.0,,,
2206,,,,,7.0,,,,,,,,,,,,,,,6.0
2207,,,,,,,,,,,,,,,,,,,,
2208,,,,,,,,,,,,,,,,,,,,
2209,,,,,,,,,,,,,,,7.0,,,,,
2210,,,,,,,,,,,,,,,,,,,,
2211,,,,,,,,,,,,,,,,,,,,
2212,,,,,,,,,,,,,,,,,,,,
2213,,,,,,,,,,,,,,,,,,,,
2214,,,,,,,,,,,,,,,,,,,,
2215,,8.0,5.0,,,8.0,,,,,,,,,,,,,,
2216,,,,,,,,,,,,,5.0,,,,,,,
2217,,,,6.0,,,,,8.0,,,,,,,,,,,
2218,,,,,,,,,,7.0,,,,,,,,,,
2219,,,,,,,,,,,,,,,,,8.0,,,
2220,,,,,,,8.0,,,,6.0,,,,,,6.0,,,
2221,,,,,,,,,,,,,8.0,,,,,,,
2222,,,,,,,,,,,,,,,,,,,,
2223,,,,,,,,,,,6.0,,,4.0,4.0,,,4.0,,
2224,,,,,,,,,,,,7.0,,,,7.0,,,,
2225,,,,,,,,,8.0,,,,,,,,,,,
2226,,,,,,,,,,,,,,,,,,,,
2227,,,,,,,,,,,,,,,8.0,,,,,
2228,,,,8.0,,,,,,,,,,,6.0,,,,,
2229,,,,,,,,,,,,,,,,,,,,
2230,7.0,,5.0,,,,,,,7.0,,,,,,,,,,
2231,,,,,,,,,,,,,,,,,,,,
2232,,,,,,,,,,7.0,,,,,,,,,,8.0
2233,7.0,,,,,,,,,,,,,,,,,,,
2234,,8.0,,,,8.0,,,,5.0,,,,5.0,,,,5.0,,
2235,,,,,,,,,5.0,,,,,,,,,,,
2236,,,,,,,,,,,,,,,,,,,,6.0
2237,,,5.0,,,,,,,,,,,,,,,,,
2238,,,,,,,,,,,,,,,,,,,,
2239,,,,,,,,,,,,,,,,,,,,
2240,,,,,,,,,,,,,,,,,,,,
2241,,7.0,,,,7.0,,,5.0,,,,,,,,,,,
2242,,,,,,,,,,,,,,,,,,,,
2243,,,,,,,,,,,,,,,,6.0,,,,
2244,,6.0,,,,6.0,,,,,,,,8.0,6.0,5.0,,8.0,,
2245,,,,,,,,,7.0,,,,,,7.0,,,,,
2246,,,,,,,,,8.0,,,,,,,,,,,
2247,,8.0,,,,8.0,,,,,,,,,,,,,,
2248,,,,,,,,,,,,,,,,,,,,
2249,,,,,,,,,,,,,,,,,,,,
2250,,,,,,,,,,,,,,,,,,,,
2251,,,,,,,,,,,,,6.0,,,,,,,
2252,,,,,,,8.0,,,,,,,,,,,,,5.0
2253,,,,,,,,,,,4.0,,,,,,,,,
2254,,,,,,,,5.0,,,,,,8.0,,,,8.0,,
2255,,8.0,,,,8.0,,,,,,,,,,,,,,
2256,,,,,,,,,,,,,,,,,,,,
2257,,,,,,,,,,,,,,,4.0,,,,,
2258,,,,,,,,,,,,,,,,,,,,
2259,,,,,,,,,,,,,,,8.0,,,,,
2260,,,,,,,,,,,,,,,,,,,,
2261,,,,,,,,5.0,,8.0,,,,,,7.0,,,,
2262,,,,,,,,,,,,,,,,,,,4.0,
2263,,,6.0,,,,,,,,,,,,,,,,,
2264,,,,6.0,7.0,,,,,,,,,,,,,,,
2265,,,,,,,,,,,,,,,,,,,,
2266,,,,,,,,,8.0,,,,,,,,,,,
2267,6.0,,,,,,,,,,,,,6.0,,,,6.0,,
2268,,,,,,,,,,,,,,,8.0,,,,,
2269,,,,,,,,,,,,7.0,,,,,,,,
2270,,,,,,,,,,,,,,,,,,,,
2271,,,,,,,,,,,,,,,,,,,,
2272,,,,,,,,,,,,,,,,,,,,
2273,,,,,,,,,,,,,,,,,,,,
2274,,,,,,,,,,,,,,7.0,,,,7.0,,
2275,,,,,,,,,,,,,,,,,,,,
2276,,,,,,,,,,,,,,,,,,,,
2277,,,,,,,,,8.0,,,,,,,,,,,
2278,,,,,,,,4.0,,,,,8.0,,,,,,,
2279,,,,,,,,,,,,,,,,,,,,
2280,,6.0,,8.0,,6.0,,,,,5.0,,,,,6.0,,,,
2281,,,,,,,,,,,,,,,,,,,,
2282,,,,,,,,,,,,,,,,,,,,
2283,,,,,,,,,,,,,,,,,,,,
2284,,8.0,,4.0,,8.0,,,,,,,,,,,,,,
2285,,,,,,,,,,,,,,,,,,,,
2286,,,,,,,,,,,6.0,,7.0,,,,,,,
2287,,,,,,,,,,,,,,,,,,,,
2288,,,5.0,,,,,,8.0,,,,,,,,,,,
2289,,,,,,,,,,,,,,,,,,,,
2290,,,,,,,,,,,,,,,,,7.0,,,
2291,,,,,,,,,,,,,,,,,,,,8.0
2292,,,,,,,,,,6.0,,,,7.0,,,,7.0,,
2293,,,,,,,,,,,,,,,,,,,,
2294,,,,,,,,,,,,,,,,,,,,
2295,,,,,,,,,,,,,,,,,,,,
2296,,,,,,,,4.0,,,,,,,,,8.0,,,
2297,,,,,,,,,,,,,,,,,,,,
2298,,,,,,,,,,,,,,,6.0,,,,,
2299,,8.0,,,,8.0,,,,,,7.0,,,,,,,,
2300,,,,,,,,,,,,,,,,,,,,7.0
2301,,,,,,,,,,8.0,,,,,,,,,,
2302,,,,,,,,,,,,,,,,,,,,
2303,6.0,,,,,,,,,,,,,,,,,,,
2304,,,,,,,,,,,,,,6.0,,,7.0,6.0,,
2305,,,,,,,,,,,,,,,,,,,,
2306,,,7.0,,5.0,,,,,,,,,,,,,,,
2307,,,,7.0,,,,,8.0,,,,,,,,,,,
2308,,,,,,,,,,,,,,7.0,,,,7.0,,
2309,,,,,,,,,,,,,,,,,,,,
2310,,,,,7.0,,,,,,,,,6.0,,,,6.0,,
2311,,,,,,,,,,,,,,,,,,,,8.0
2312,,,,,,,,,,,,,,,,,,,5.0,6.0
2313,,,,,,,,,,,,,,8.0,,,,8.0,,
2314,,,,,,,,,,,,,,,,,,,,
2315,,,,,,,,,,,,,,,,,,,,
2316,,,,,,,,,6.0,5.0,,,,,,,,,,
2317,,,,,,,8.0,,,,,,,,,,,,,
2318,,,,,,,,8.0,,,,,,,,,,,,
2319,,,,,,,,,,,,,,,,,,,,
2320,,,,,6.0,,,,,,,,,,,,,,,
2321,,,,,,,,,,,,,,,,,,,,
2322,,,,,,,,,,,,,,,,,,,,
2323,,,,,,,7.0,,,,,,,,,,,,,
2324,,,,,,,,,,,,,,,,7.0,,,,
2325,,,,,,,,,,,,,,,8.0,,,,,
2326,,8.0,7.0,,,8.0,,,7.0,,,,,,,,7.0,,,
2327,,,,,,,,,,7.0,,,,,,6.0,,,6.0,
2328,,,,,,,,,,,,,,,,,7.0,,,
2329,,,,,6.0,,,,,,,4.0,,,,,,,,
2330,,8.0,,,,8.0,,,,,,,,,7.0,,,,,
2331,,,,,,,,,,,,,,,,,,,,8.0
2332,,,,7.0,,,,,,,,,,,,,,,,
2333,,,,,,,,,,,,,,,,,,,,
2334,,,,,,,,,,,,,,,,,,,,
2335,,,,8.0,,,,,,,,,,,,,,,,
2336,,,,,,,,,,,,,7.0,,6.0,,,,,
2337,,,7.0,,,,,,,,,,,,,,,,,
2338,,,,,,,,,,,,,,,8.0,,,,,
2339,,,,,,,,5.0,,,,,,,,,,,,
2340,,,,,,,,,,,,,,,,,,,,
2341,,,,,,,,,,,,,,,,,,,,
2342,,,,,,,,,,,,,,7.0,,,,7.0,,
2343,,,,,,,,,,,,,,,,,,,,
2344,6.0,,,,7.0,,,,,,,,,,,,,,,
2345,,,,,,,,,,,,,,,8.0,,,,,
2346,,,6.0,,,,,,,,,,,,,,,,,
2347,,,,,,,,,6.0,,,,,,,,,,,
2348,,,,,,,,5.0,,,,,,,,,,,,
2349,,,,,,,,6.0,,,,,,,,,,,,
2350,,,,,,,,,,,,,,,,,,,,
2351,,,,,,,,,,,,,,,,,,,,
2352,,,,,,,,,,,,,,,,,,,,
2353,,,,,,,,,,,,,,,,,,,,
2354,,,,,,,,,5.0,,,,,,,,,,,
2355,,8.0,,,,8.0,,7.0,,,7.0,,,,,7.0,,,,
2356,,,,,,,,,,,,7.0,,,,,,,,
2357,,,,,,,,,,,,8.0,,,,,,,,
2358,,,,,,,,,,,,,,1.0,,,,1.0,,
2359,,,,,,,,,,,,,7.0,,,,,,,
2360,,,,,,,,,,,6.0,,,,,7.0,,,,
2361,,,,,,,,,,5.0,,,,,,,,,,
2362,,7.0,,,,7.0,,,,,6.0,,,,,,,,,6.0
2363,,,,,,,,,,,,,,,,,,,,
2364,,,,,,,,,,,,,,,,,,,,
2365,,,,,,,,,,,,,,,,,6.0,,,
2366,,,,,,,,,,,,,,,,6.0,,,6.0,
2367,,,,6.0,,,8.0,,,,,7.0,,8.0,,,,8.0,,
2368,,6.0,,,,6.0,,,,,,,,,,,,,,
2369,,,,,,,,,,,,,,,,,,,,
2370,,,,,,,,,,,,,,,,,,,,
2371,,,,7.0,1.0,,,,,,,,,,,,,,,
2372,,,,8.0,,,,,,,,,,,,,,,,
2373,,,,,,,,,7.0,,,,,,,,,,,
2374,,,,,,,,,,,,,,,,,,,,
2375,,5.0,,,,5.0,,,,,,,,,,,,,,
2376,,,,,,,,,,,,,,,6.0,,,,,
2377,,,,,,,,,,,,,,,,,,,,8.0
2378,,,,,,,,,,,,,,,,,7.0,,,8.0
2379,,,,,7.0,,,,,,,,,7.0,,,,7.0,,
2380,,,,,,,,,,,,,,,,,,,,
2381,,,,7.0,,,,,,,,,,,,,,,,
2382,,,,,,,,,,,,,,,,,,,,
2383,,5.0,,,,5.0,,,7.0,,,,,,,,,,,
2384,,,,,,,,,,,,,,,,,,,,
2385,,,,,,,,,,,,,,8.0,,,,8.0,,
2386,6.0,,,,,,,,7.0,,,,,,,,,,,
2387,,,,,,,,,,8.0,,,,,,,,,,
2388,6.0,,,,,,,,,,,,,,,,,,5.0,
2389,,,,,,,,,,,,,,,7.0,6.0,,,,
2390,,,,,,,,,,,,,,,,,,,,
2391,,,,,,,,,,,,,,,,,7.0,,,
2392,,,,,,,,,,,,,,,,,,,,7.0
2393,,,,,6.0,,,,,,,,,,,,,,,
2394,,,,,,,,,,,,,,,,,,,,
2395,,,,,,,,,,6.0,,,,,,,,,,7.0
2396,,1.0,,,,1.0,,,,,,,,,,,7.0,,,
2397,,,,,,,,,8.0,,,,,,,,,,5.0,
2398,,,,,,,,,,,,,,,,6.0,,,,
2399,,,,,5.0,,,,,,,,,,,,,,,
2400,,,,,,,,,,,,,,,,,,,,
2401,,,,,,,,,,,,,5.0,,,,,,,
2402,,,,,,,,,,,,,,,,,,,,
2403,6.0,,,7.0,6.0,,,,,,,,,8.0,,,,8.0,,
2404,,,,,,,,,,,,,,3.0,,,,3.0,,
2405,,,,,,,,,,,,,4.0,,,,,,6.0,
2406,,,,,,,,,,,,,,,,,,,,
2407,,7.0,,,,7.0,,,,,,,,9.0,,,,9.0,,
2408,,,,,,,,,,,,,,7.0,,,,7.0,,
2409,,6.0,,,,6.0,,,,,,,,,,,,,,
2410,,,,,,,,,,,,,,,,,,,,
2411,,,,,,,,,,,,,,,,,,,,
2412,,,,,,,,,,,,,,,,,,,,
2413,,,,,,,,,,7.0,,,,,,,,,,
2414,,,,,,,,,,,,,,,,,7.0,,,
2415,,,,,,,,,,6.0,,,,,,,,,,
2416,,,,,,,5.0,,,4.0,,,,,6.0,,,,,8.0
2417,,,,,,,,,,,,,,,,,,,,8.0
2418,,,,,,,,,,,,,,,,,,,,
2419,,,,,,,,,8.0,,,,,,8.0,,,,,
2420,,,,,,,,6.0,,,,,,8.0,5.0,,,8.0,,
2421,,,,8.0,,,8.0,,8.0,,,,,,,,,,,
2422,,,,,,,,,,,,,,,,,,,,
2423,,,,,,,,,,,,,,,,,,,,
2424,,,,,,,,,,,,7.0,,8.0,,,,8.0,5.0,
2425,,,,,,,,,,7.0,,,,,,,,,,
2426,,,,,,,,,,,,,,,,,,,,
2427,,,,,,,,6.0,,,,,,,,,7.0,,,
2428,,,,,,,,,,,,,,,,,,,,
2429,,,,,,,,,,,,,,,,,4.0,,,
2430,,,,,,,,,,,,,,,,,,,,
2431,,,,,,,,,,,,7.0,,,,,,,,7.0
2432,,,,,,,,7.0,,,,,4.0,,,,,,6.0,
2433,,,,,,,,,,,,,,,,,,,,
2434,,,,,,,,,,,,,,,,,,,,6.0
2435,,,,,,,,,,,,,,,,,,,,
2436,,,,,,,,,,,,,,,,,,,,
2437,,,,,,,,,,,,,,,,,,,,
2438,,,,,,,,,,,,,5.0,,,,,,,
2439,,8.0,,,,8.0,,,,,,,,4.0,,,,4.0,,
2440,,,,,,,,6.0,,,,,,,,,,,,
2441,,,,,,,,,5.0,,,,,,,,,,6.0,
2442,,7.0,,,,7.0,,,,6.0,,8.0,,,,,,,,
2443,,,,,,,,,,,,,,,,,,,,
2444,,,,,,,,,,,,,,,,,,,,
2445,,6.0,,,,6.0,,,,,,,,,,,,,,
2446,,,,,,,,,,,,,,,,,7.0,,,
2447,,,,,,,,,,,,,,,,,,,,
2448,,,,,5.0,,,,,,,,,,,,,,,
2449,8.0,,,,,,5.0,,,8.0,7.0,,,,,,,,,
2450,,,,,,,,,,,,,,8.0,,,,8.0,,
2451,,,,,,,,,,,,,,8.0,,,,8.0,,
2452,,,,,,,,,,8.0,,,7.0,,,,,,,
2453,,,,,,,,,,,,,,,8.0,,6.0,,,
2454,,,,,,,,,,6.0,,,,,,,,,,
2455,,,,,,,,,,,,,,,,,6.0,,,
2456,,8.0,,,,8.0,7.0,,,,,,,,,,,,,
2457,,,,,,,,,,,,,,,,,,,,
2458,,,,,,,,,,,,,,,,,,,,
2459,,,,,8.0,,,,,,,,,,,,,,,
2460,7.0,,,,,,,,,,,,,,,,,,,
2461,,,,,,,,,,,,,,,,3.0,,,,
2462,,,,,,,,,,,,,,,,,,,,
2463,,7.0,,,,7.0,,,,,,,,,,,,,,
2464,,,,,,,,,,,,,,,,,,,,
2465,3.0,,,,,,,,,,,,,,,,,,,
2466,,,,,,,1.0,,,,,,,,,,,,,
2467,,,,,,,,,,,,,,,,,,,,
2468,,,,,,,,6.0,,,,,,8.0,,,,8.0,,
2469,,,,,,,,,,8.0,,,8.0,,,,8.0,,,
2470,,7.0,,,,7.0,,,,,,,,,,,,,,
2471,,,5.0,,,,,,,,,,,7.0,8.0,,,7.0,,
2472,,,,,,,,,,,,,,,,,,,,
2473,,,,,,,,,,,,,,,,,,,,6.0
2474,,,,,,,,,,,,,,,,,,,,
2475,,,,,,,,,,,,,,,,,,,,
2476,,,,,,,,,,,,,,,,,,,,
2477,,,,,,,,,,,,,,,,,,,8.0,
2478,,,,,,,,,,,,,,,8.0,,,,,
2479,,,,,,,,,,,,,,,,,,,,
2480,,,,,,,,6.0,,,,,,,,,,,,
2481,,,,,,,,,,,,,,,,,,,,
2482,,,,,,,,,,,,,,,,,,,,
2483,,,,,,,,,,,,,,,,,,,,
2484,,,,,8.0,,,,,,,,,,,,,,,
2485,,,,,7.0,,,,8.0,,,,,,,,,,,
2486,,,,,,,,,,,,,,8.0,,,4.0,8.0,,
2487,,,6.0,,,,,,,,,,,,4.0,7.0,,,,
2488,,,,,,,,,,,,,,,,,,,,
2489,5.0,,8.0,,,,,,,,,,,,,,,,,
2490,,,,,,,,,,,,,,7.0,,,,7.0,,
2491,,,,,,,,,,,,,8.0,,,,,,,
2492,,,,,,,,,,,,,,,4.0,,6.0,,,
2493,5.0,,,,8.0,,,,,,,,,,,,,,,
2494,,,,,,,7.0,,,,,,,8.0,,,,8.0,,
2495,,,,,,,,,,,,,7.0,,,,,,,
2496,,,,,,,,,,,,,,,,,,,7.0,
2497,,,,,,,,,,7.0,,,,,,,,,,
2498,,,,,,,,,,,,,,,,,5.0,,,
2499,,,,,,,,,,,,,,,,,,,,
2500,,,,,,,,,,,,,,9.0,,,,9.0,,
2501,,,,,,,,,,8.0,,,,,,,,,,
2502,,6.0,,,,6.0,,,,,,,,,,,,,,
2503,7.0,,,,,,,6.0,,8.0,,,6.0,,,,,,,
2504,,,,8.0,,,,,,,,,,,,,,,,
2505,,,,7.0,,,,,,,,,,,,,,,,
2506,,,,,,,,,,,,,,,,,,,,
2507,,7.0,,,,7.0,,,,,,,,,,,,,,
2508,,,,8.0,,,,,,,,,,,,,,,,
2509,,,,,,,,,,,,,,,,7.0,,,,
2510,,,,,5.0,,,,,,,7.0,,6.0,,,,6.0,3.0,
2511,,,,,,,,,,,,,,,,,,,,
2512,,,,,,,,5.0,,,,,,,,,,,,
2513,,,,,,,,,,,,,5.0,,,,,,,
2514,,,,,,,,,,,,,,,,,,,,
2515,,,,,,,,,,,,,,,,,,,,
2516,,,,,,,,,,,,,6.0,,,,,,,
2517,,,,,,,,,,,,,,6.0,,,,6.0,,
2518,,,,,,,,,,,,,,,,,,,,
2519,,,,,,,,,,,,,,,,,,,,
2520,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,5.0,,,,,5.0,,,,,,,
2522,,,,,,,7.0,,,,,,,,,,,,,
2523,,,,,,,,,,,,,5.0,7.0,,,,7.0,,
2524,,,,,,,,,,,,,,,,,,,,
2525,,5.0,,,,5.0,,,,,,,,,,,,,,
2526,,,,,4.0,,,,,,,,,,,,,,,
2527,,,,,,,,,,,,,,,,,,,,
2528,,,,,,,,,,,,,,,,,,,,
2529,,,,,,,,,,,,,,,,,,,,
2530,,,,,,,,,,,,,,,,,,,,
2531,,,,,,,,,,,,,,,,,6.0,,,
2532,,,,,,,,,,,,,,,,6.0,,,,
2533,,7.0,,,,7.0,,,,,,,,,,,,,,
2534,,,,,,,,,,,,,,,,,,,,
2535,,,,,6.0,,7.0,,,,,,,,,,,,5.0,
2536,,,,,,,,,,,,,,,,,,,,
2537,,,,,,,,,,,,,8.0,,,,,,,
2538,,,,,,,,,,,,,,,,,,,,
2539,5.0,,,,,,,,,,,,,,,,,,,
2540,,,6.0,,6.0,,,,,,6.0,,,,,6.0,,,,
2541,,,,,,,,,,,,,,,,,,,,
2542,,,,,,,,,,,,,,,,,,,,
2543,,6.0,,,,6.0,,,,,,,,,,,,,,
2544,,8.0,,,,8.0,,,,,,,,,,,,,,
2545,,,,,,,,,,,,,,,,,,,,
2546,,6.0,,,,6.0,,,,,,,,,,,,,,
2547,,,,,,,,,,,,,,,,,,,,7.0
2548,,,,,,,,,,,7.0,,,,,,,,,
2549,,,,,,,,,,,,,8.0,,,,,,,
2550,,6.0,,,,6.0,,,8.0,,,,,,,,,,,
2551,,,,,,,,7.0,,,,,,,,7.0,7.0,,,
2552,,,,,,,,,,8.0,,,,,,,,,,
2553,,,,,,,,6.0,,,,6.0,,,,,,,,
2554,,,,,,,,,,,,,,,,,,,,
2555,5.0,,,,,,,,,,,,,,,,,,,
2556,,,,,,,5.0,,,,,,,,,,,,,
2557,,,,,,,8.0,,,,,,,,,,,,,
2558,,,7.0,,,,,,,,,,,,,,,,,
2559,,,,,,,,,,,,,,,5.0,,,,,
2560,,,,,,,,,,,,7.0,,,,,,,,
2561,,,,,,,,,,,,,,,,,,,,
2562,,,,,,,,,,,,,,,,,,,,
2563,,6.0,,,,6.0,6.0,,,,,,,,,6.0,,,,
2564,,,,,,,,,,,,,,,,,,,,
2565,,,,,,,,,,,,,,,,,,,,
2566,,,,,,,,,,,,,,,,,7.0,,,
2567,,,,,,,,,,,,,,,,,,,,
2568,,,,,,,,,,,6.0,,,7.0,,,,7.0,,
2569,,,,,,,,,,,6.0,7.0,,,,,,,,
2570,,,,,,,,,,,,,,,,,,,,
2571,,,8.0,,,,,5.0,,,,,,,,,,,,
2572,,7.0,,,,7.0,,5.0,7.0,,,,,,,,,,,
2573,,,,,,,,,,,,,,,,,,,,
2574,,,,,,,,,,,,,,,,,,,,
2575,,8.0,,,,8.0,,4.0,,,,,,,,,,,,
2576,,,,,,,,,,,6.0,,,,,,,,,
2577,,,,,,,,,,,,,,,,,,,,
2578,,,,,,,8.0,,,,,,,,,,,,,
2579,,8.0,,,,8.0,,,5.0,,,,,,,,,,,
2580,,,,,,,,,,,,,,,,,,,,
2581,,,,,,,,,,,,,,,,,,,,
2582,,,,,,,,,,,,,,,,,,,,
2583,8.0,,,,,,,,,,,,,,,,,,,
2584,,,,,,,,,,,,,,,,,,,,
2585,,,6.0,,,,4.0,,,,,,,6.0,,,,6.0,,6.0
2586,,,,,,,,,,,,,,,,,5.0,,,
2587,,,,,,,,,,,,,,,,,,,,
2588,,,,,,,,,,,,,,,,,,,,
2589,,,,,,,,,,,,,,,,,,,,
2590,,,,,,,,,,,,,,,,8.0,,,,
2591,7.0,,,,,,,,,,,,,,,,,,,
2592,,,,,7.0,,,,,,,,,6.0,,,,6.0,,
2593,,,,,,,,,,,,,,,,,7.0,,,
2594,,,,,,,,,,,,8.0,,,,,,,,
2595,,,,,,,,,,,,,,,,,6.0,,,
2596,,,,,,,,,,,,,,,,,,,,4.0
2597,,,,,,,,,,,,,,,,,,,,
2598,,4.0,,,,4.0,,,,,,,,,,,,,,
2599,,,,,,,,,,,,,,,,,,,,
2600,,,,,,,,,,,,,,,,,,,,
2601,,,,,,,,,,,,,,,,,,,,
2602,,,,,,,,,,,,6.0,,7.0,,,,7.0,,
2603,,,,8.0,,,,,,,,,,,,,,,,
2604,5.0,,,,,,,,,,,,,,,,,,,
2605,,,,,7.0,,,,,,,,,,,,,,,
2606,,,,,,,,,,,8.0,,,,,,,,,
2607,,,,,,,,,,,,,,,,,,,,
2608,,,,,,,,,,,,,7.0,,,,,,,
2609,,,,,,,,,,,,,,,,,,,,
2610,,,,,,,,,4.0,,6.0,,,,,,,,,
2611,,,,,,,,,,,,,,,,,,,,
2612,,,,,,,,,,,,,,,,,,,,
2613,,,,,,,,,,,7.0,,,,,,,,,
2614,,,,,,,,,,8.0,,,,,8.0,,,,,
2615,,,,,,,,,,,,,,,,,,,,
2616,,,,,,,,,,,5.0,,,,,,,,,
2617,,,,7.0,,,,,,,7.0,,,,,,,,8.0,5.0
2618,,,,,,,,6.0,,,,,,,,,,,,
2619,,,,8.0,,,,,,,,,,,,,8.0,,,
2620,,,,,,,,,,,,,,6.0,,,,6.0,,
2621,,,,,,,,,,,,,,,,,,,,
2622,,,,,,,,,8.0,,,,,,,,,,,
2623,,,7.0,,,,,,,,,,,5.0,,,,5.0,,
2624,6.0,,,,,,,,,,,,,,,,,,,
2625,,,,,,,,,,,,,,,,,,,,
2626,,,,,,,,,,,,,,8.0,7.0,,,8.0,,
2627,5.0,4.0,,,,4.0,,,,,,,,8.0,,,,8.0,,
2628,,,,,,,,,,,,,,6.0,,,,6.0,,
2629,,,,8.0,,,,,,,,,,,,,,,,
2630,,,,,,,,,,,,,,,,,,,,
2631,5.0,8.0,,,,8.0,,,,,,,,,,,,,,
2632,,,,,,,,,,,,,,8.0,,,,8.0,,
2633,,,,,,,,,,,,,,,,,,,,
2634,,,,,,,,,,,,,,,,,,,,
2635,,,,,,,6.0,,,,,,,,,,,,,
2636,,,,,,,,,,,,,,,,,,,,
2637,,,,,,,,,,,,,,,,,,,,
2638,,,,,,,,,,,,,,,,,,,,
2639,,,,,,,7.0,,7.0,,,,,,,,,,4.0,
2640,,,,,,,,,,,,,,,,,,,,
2641,,,,,,,6.0,,,,,,,,,,,,,
2642,,,,,,,1.0,,,,,,,,,,,,,
2643,,,,,,,,,,,,,,,,,,,,
2644,,,,,,,,,,,,,,,,,,,,
2645,6.0,,,7.0,,,,,,,,,,,,,,,,
2646,,7.0,,,8.0,7.0,,,,,,,,,,6.0,,,,
2647,,,,,,,,,,,,,,,,,,,,
2648,,,,,,,,,,7.0,5.0,,,1.0,,,4.0,1.0,,
2649,,,,,,,,,,,,,7.0,,,,,,,
2650,,6.0,,,,6.0,,,,,,,,,,,,,,
2651,,,,,6.0,,,,,,,,,6.0,,,,6.0,,
2652,,,,,,,,,,,,,,8.0,,,,8.0,,
2653,,7.0,,,,7.0,,,,,,,,,,,,,,
2654,,,,,,,,,,,,,,,8.0,,,,,
2655,,,,,,,,5.0,,,,,,,,,,,,
2656,,,,,,,,,,,,,,,,,,,,
2657,,,,,,,7.0,,,,,,,,,,,,,
2658,,,,,,,,,,,,,,,,,,,,
2659,6.0,,,,,,,,,,,,,,,,,,,
2660,,,,,,,,,,,,,,,,,,,,
